n,m,graph_id,feasible,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,solver
25,146,0,True,961.0,520,1.8480769230769232,30.385,5,PathIntegralAnnealingSampler
25,144,1,False,,509,,30.552,5,PathIntegralAnnealingSampler
25,151,2,True,1002.5,548,1.8293795620437956,30.38,5,PathIntegralAnnealingSampler
25,138,3,False,,481,,30.555,5,PathIntegralAnnealingSampler
25,133,4,False,,440,,30.444,5,PathIntegralAnnealingSampler
25,139,5,True,907.5,471,1.9267515923566878,30.737,5,PathIntegralAnnealingSampler
25,139,6,True,900.5,475,1.8957894736842105,30.476,5,PathIntegralAnnealingSampler
25,145,7,True,1017.5,510,1.9950980392156863,30.472,5,PathIntegralAnnealingSampler
25,163,8,True,1103.0,638,1.7288401253918495,30.34,5,PathIntegralAnnealingSampler
25,145,9,True,945.0,508,1.860236220472441,30.484,5,PathIntegralAnnealingSampler
25,145,10,True,966.0,512,1.88671875,30.416,5,PathIntegralAnnealingSampler
25,152,11,False,,562,,30.268,5,PathIntegralAnnealingSampler
25,150,12,True,1013.0,540,1.875925925925926,30.482,5,PathIntegralAnnealingSampler
25,142,13,True,952.75,497,1.9170020120724347,30.272,5,PathIntegralAnnealingSampler
25,137,14,True,938.0,467,2.0085653104925054,30.495,5,PathIntegralAnnealingSampler
25,153,15,False,,564,,30.81,5,PathIntegralAnnealingSampler
25,139,16,False,,476,,30.354,5,PathIntegralAnnealingSampler
25,152,17,True,1052.5,555,1.8963963963963963,30.56,5,PathIntegralAnnealingSampler
25,157,18,True,1054.0,592,1.7804054054054055,30.444,5,PathIntegralAnnealingSampler
25,142,19,True,925.5,494,1.8734817813765183,30.458,5,PathIntegralAnnealingSampler
25,147,20,False,,537,,30.27,5,PathIntegralAnnealingSampler
25,136,21,False,,457,,30.308,5,PathIntegralAnnealingSampler
25,148,22,True,989.5,535,1.8495327102803738,30.782,5,PathIntegralAnnealingSampler
25,132,23,True,876.0,436,2.0091743119266057,30.43,5,PathIntegralAnnealingSampler
25,144,24,False,,510,,30.215,5,PathIntegralAnnealingSampler
25,143,25,False,,508,,30.446,5,PathIntegralAnnealingSampler
25,139,26,True,855.0,476,1.796218487394958,30.392,5,PathIntegralAnnealingSampler
25,152,27,True,1031.0,566,1.8215547703180213,30.389,5,PathIntegralAnnealingSampler
25,163,28,True,1140.6666666666667,628,1.8163481953290872,30.423,5,PathIntegralAnnealingSampler
25,143,29,False,,496,,31.188,5,PathIntegralAnnealingSampler
25,147,30,True,1021.0,532,1.919172932330827,31.857,5,PathIntegralAnnealingSampler
25,151,31,True,1017.2,544,1.8698529411764706,30.462,5,PathIntegralAnnealingSampler
25,156,32,False,,592,,30.313,5,PathIntegralAnnealingSampler
25,144,33,True,984.3333333333334,502,1.9608233731739708,30.519,5,PathIntegralAnnealingSampler
25,148,34,True,977.6666666666666,525,1.8622222222222222,30.409,5,PathIntegralAnnealingSampler
25,154,35,True,1065.6666666666667,564,1.8894799054373523,30.407,5,PathIntegralAnnealingSampler
25,151,36,True,1028.0,553,1.8589511754068717,30.156,5,PathIntegralAnnealingSampler
25,167,37,True,1167.0,657,1.7762557077625571,30.4,5,PathIntegralAnnealingSampler
25,146,38,True,1002.0,518,1.9343629343629343,30.74,5,PathIntegralAnnealingSampler
25,156,39,False,,591,,30.52,5,PathIntegralAnnealingSampler
25,137,40,True,908.0,460,1.9739130434782608,30.476,5,PathIntegralAnnealingSampler
25,158,41,True,1120.5,596,1.88003355704698,30.534,5,PathIntegralAnnealingSampler
25,147,42,True,951.5,529,1.7986767485822306,30.51,5,PathIntegralAnnealingSampler
25,155,43,True,1046.0,571,1.8318739054290718,30.636,5,PathIntegralAnnealingSampler
25,131,44,True,891.3333333333334,425,2.0972549019607842,30.42,5,PathIntegralAnnealingSampler
25,152,45,True,1008.4,548,1.84014598540146,30.583,5,PathIntegralAnnealingSampler
25,146,46,True,976.6666666666666,519,1.8818240205523442,30.421,5,PathIntegralAnnealingSampler
25,158,47,True,1117.0,593,1.8836424957841484,30.304,5,PathIntegralAnnealingSampler
25,140,48,True,953.6666666666666,479,1.9909533750869868,30.363,5,PathIntegralAnnealingSampler
25,131,49,True,867.0,432,2.0069444444444446,30.365,5,PathIntegralAnnealingSampler
25,151,50,True,1005.0,546,1.8406593406593406,30.611,5,PathIntegralAnnealingSampler
25,160,51,True,1122.25,607,1.848846787479407,30.295,5,PathIntegralAnnealingSampler
25,154,52,True,1037.0,570,1.8192982456140352,30.478,5,PathIntegralAnnealingSampler
25,157,53,True,1084.6666666666667,584,1.8573059360730595,30.771,5,PathIntegralAnnealingSampler
25,128,54,True,844.6666666666666,409,2.06519967400163,30.629,5,PathIntegralAnnealingSampler
25,156,55,False,,590,,30.363,5,PathIntegralAnnealingSampler
25,149,56,True,1011.0,541,1.8687615526802217,30.545,5,PathIntegralAnnealingSampler
25,154,57,True,1032.0,569,1.8137082601054482,30.388,5,PathIntegralAnnealingSampler
25,145,58,False,,507,,30.486,5,PathIntegralAnnealingSampler
25,152,59,True,1043.25,557,1.872980251346499,30.329,5,PathIntegralAnnealingSampler
25,163,60,True,1128.0,637,1.7708006279434851,30.421,5,PathIntegralAnnealingSampler
25,149,61,True,979.75,534,1.8347378277153559,30.627,5,PathIntegralAnnealingSampler
25,151,62,True,996.0,549,1.814207650273224,30.627,5,PathIntegralAnnealingSampler
25,149,63,True,979.0,547,1.789762340036563,30.559,5,PathIntegralAnnealingSampler
25,157,64,True,1031.3333333333333,593,1.7391793142214726,30.501,5,PathIntegralAnnealingSampler
25,170,65,True,1191.5,675,1.7651851851851852,30.55,5,PathIntegralAnnealingSampler
25,152,66,True,1030.0,558,1.8458781362007168,31.348,5,PathIntegralAnnealingSampler
25,145,67,True,1009.2,501,2.01437125748503,35.74,5,PathIntegralAnnealingSampler
25,157,68,True,1116.3333333333333,585,1.908262108262108,66.274,5,PathIntegralAnnealingSampler
25,157,69,True,1078.5,596,1.8095637583892616,30.649,5,PathIntegralAnnealingSampler
25,161,70,True,1108.0,617,1.7957860615883305,30.504,5,PathIntegralAnnealingSampler
25,170,71,True,1226.0,680,1.8029411764705883,30.379,5,PathIntegralAnnealingSampler
25,156,72,True,1118.0,582,1.9209621993127148,30.428,5,PathIntegralAnnealingSampler
25,158,73,True,1116.0,602,1.8538205980066444,30.4,5,PathIntegralAnnealingSampler
25,150,74,True,1012.25,540,1.8745370370370371,30.443,5,PathIntegralAnnealingSampler
25,150,75,True,992.5,546,1.8177655677655677,31.093,5,PathIntegralAnnealingSampler
25,144,76,True,958.0,504,1.9007936507936507,30.459,5,PathIntegralAnnealingSampler
25,155,77,True,1051.0,586,1.7935153583617747,30.448,5,PathIntegralAnnealingSampler
25,149,78,True,1011.0,537,1.8826815642458101,30.545,5,PathIntegralAnnealingSampler
25,149,79,True,979.5,535,1.830841121495327,30.408,5,PathIntegralAnnealingSampler
25,154,80,False,,576,,30.428,5,PathIntegralAnnealingSampler
25,147,81,True,978.0,518,1.888030888030888,30.423,5,PathIntegralAnnealingSampler
25,145,82,True,944.0,505,1.8693069306930694,30.492,5,PathIntegralAnnealingSampler
25,146,83,True,997.4,513,1.9442495126705652,30.673,5,PathIntegralAnnealingSampler
25,158,84,True,1052.0,610,1.7245901639344263,30.423,5,PathIntegralAnnealingSampler
25,174,85,False,,718,,30.419,5,PathIntegralAnnealingSampler
25,165,86,True,1083.4,638,1.6981191222570535,30.685,5,PathIntegralAnnealingSampler
25,163,87,True,1083.3333333333333,635,1.706036745406824,30.58,5,PathIntegralAnnealingSampler
25,165,88,True,1191.0,642,1.855140186915888,30.459,5,PathIntegralAnnealingSampler
25,144,89,True,972.5,502,1.9372509960159363,30.392,5,PathIntegralAnnealingSampler
25,157,90,False,,589,,30.567,5,PathIntegralAnnealingSampler
25,162,91,True,1118.5,631,1.7725832012678289,30.612,5,PathIntegralAnnealingSampler
25,152,92,True,975.0,566,1.7226148409893993,30.316,5,PathIntegralAnnealingSampler
25,156,93,True,1052.0,581,1.810671256454389,30.268,5,PathIntegralAnnealingSampler
25,151,94,False,,556,,30.436,5,PathIntegralAnnealingSampler
25,142,95,False,,500,,31.102,5,PathIntegralAnnealingSampler
25,146,96,True,999.5,509,1.963654223968566,30.548,5,PathIntegralAnnealingSampler
25,135,97,True,831.0,458,1.814410480349345,30.378,5,PathIntegralAnnealingSampler
25,144,98,True,965.0,512,1.884765625,30.613,5,PathIntegralAnnealingSampler
25,132,99,True,804.5,437,1.8409610983981692,32.36,5,PathIntegralAnnealingSampler
